model,modelID
Prudent valuation - Calculation of AVA for own funds determination and reporting purposes,1461
Tax Fraud Reports,422
Prepaid Cards - Issuance requested by Corporate Customers - On-Site Offer,628
Legal advice,1181
Out-of-office offer of financial instruments and insurance investment products - Online modality,1853
Out-of-office offer of financial instruments and insurance investment products - Online modality,1854
Configuration audits,1700
Management of evidence of potential fraud in check negotiation,1431
Opening of the Administered Deposit and Financial Profile in multi-channel mode for natural persons,643
Operational health and safety controls - Health surveillance and psycho-social risks,1803
Clearing - Margin calculation and management - Customers,1996
Payment of redemption coupons and physical stock dividends - Centralized administrative activities,1567
Payment of redemption coupons and physical stock dividends - Centralized administrative activities,1568
Monthly Closing - Add-on and CCF Application and Monthly Closing NPL Assessments,1115
Identification and Evaluation - Criticality,2056
Unavailability of Information Systems - Management of Business Continuity Measures for Operations,205
ICAAP and ILAAP - Package drafting,1610
ICT Supplier ceiling assignment and monitoring,195
Financial products and services - OTC derivatives - Post-sales monitoring - BdT,1647
Study and research management - Macroeconomic scenario analysis,1208
Activation of the service - Transport and counting of valuables on behalf of third parties,2180
Own account finance - Securities - Management of penalties in the guaranteed market pursuant to CSDR,669
Finance Operational Management,1796
Remote Banking services intended for Legal Persons - Activation of the CBI service - Passive Bank or Virtual Account service,106
Bad Loans Management - Support activities for external management,1931
Management of Exemption List - Monitoring List - Bad Guys All List,2238
Management of Good Guys List BdT,1878
Concession - Corporate ONE - Plafond of Reliability,934
Ordinary application change management,1786
Savings Bonds - Opening and closing on expiry,519
One-to-one communication,595
Changes to contractual terms,346
Optimization of real estate assets,604
Concession - Leasing application,481
Generic Position Risk - Management and regulatory reporting,304
Activation of the Value Together Service,2010
Counterparty Risk - Estimate Exposure at Default for CRMS High Frequency purposes,288
